Transaction_ID,Transaction_Date,Area,Property_Type,Property_Sub_Type,Property_Size_SqM,Transaction_Amount_AED,Rooms,Parking_Spaces,Transaction_Type,Source_Channel
dxb-101132,2025-03-06,arabian ranches,apartment,2 br,138.2,3365064.0,2.0,0,sale,dld
dxb-100211,2024-12-07,Unknown,villa,6 br,88.3,1898903.0,6.0,2,mortgage,dld
dxb-100602,2025-06-19,jumeirah village circle,hotel apartment,studio,52.7,505183.0,0.0,3,sale,dld
dxb-101190,2023-11-25,palm jumeirah,apartment,1 br,133.8,2507350.0,1.0,2,mortgage,dld
dxb-100835,2023-08-03,arabian ranches,villa,3 br,183.1,5390353.0,3.0,3,sale,dld
dxb-101403,2025-01-03,mirdif,apartment,3 br,119.5,1907395.0,3.0,3,sale,developer
dxb-101426,2023-11-20,business bay,apartment,2 br,322.2,8862546.0,2.0,0,sale,dld
dxb-100400,2025-06-06,deira,apartment,1 br,88.4,824425.0,1.0,1,mortgage,dld
dxb-100581,2024-08-02,jumeirah,apartment,2 br,107.0,85000000.0,2.0,1,sale,dld
dxb-100203,2024-04-25,jumeirah village circle,apartment,3 br,220.6,663064.0,3.0,3,sale,developer
dxb-100838,2023-04-30,mirdif,apartment,1 br,52.5,1945895.0,1.0,2,sale,dld
dxb-100512,2023-12-26,downtown dubai,apartment,2 br,91.8,3770999.0,2.0,1,sale,broker
dxb-100534,2024-03-22,downtown dubai,apartment,studio,38.8,782327.0,0.0,1,sale,developer
dxb-100935,2024-11-24,deira,apartment,3 br,130.7,1531225.0,3.0,0,sale,dld
dxb-100871,2023-07-18,downtown dubai,apartment,2 br,188.8,7258832.0,2.0,3,sale,dld
dxb-100997,2024-08-02,deira,apartment,1 br,61.5,448373.0,1.0,2,sale,broker
dxb-100716,2024-11-28,dubai hills estate,villa,6 br,113.1,2130218.0,6.0,0,sale,dld
dxb-100819,2026-04-04,bur dubai,apartment,studio,99.7,1741876.0,0.0,3,sale,broker
dxb-101017,2024-10-03,jumeirah village circle,townhouse,4 br,73.7,1032251.0,4.0,1,sale,dld
dxb-100365,2024-10-07,jumeirah,apartment,2 br,86.2,1929240.0,2.0,0,sale,developer
dxb-101379,2025-05-10,bur dubai,apartment,studio,112.6,1575446.0,0.0,2,sale,broker
dxb-100234,2024-12-18,dubai silicon oasis,hotel apartment,2 br,78.2,1312158.0,2.0,1,sale,dld
dxb-100938,2023-04-05,arabian ranches,penthouse,3 br,62.5,1962426.0,3.0,2,sale,developer
dxb-100560,2024-04-12,downtown dubai,apartment,2 br,125.6,2910886.0,2.0,3,sale,dld
dxb-101416,2025-02-12,al barsha,apartment,1 br,146.3,2348310.0,1.0,1,sale,developer
dxb-100889,2026-07-21,deira,villa,6 br,106.2,1194972.0,6.0,3,sale,dld
dxb-100273,2024-05-26,palm jumeirah,villa,6 br,143.1,5894671.0,6.0,2,sale,dld
dxb-101493,2024-10-17,business bay,townhouse,3 br,120.8,2557790.0,3.0,0,sale,developer
dxb-101337,2023-05-08,jumeirah lake towers,villa,3 br,54.6,1543872.0,3.0,3,sale,dld
dxb-101383,2024-09-29,dubai silicon oasis,hotel apartment,studio,154.0,2302379.0,0.0,2,sale,dld
dxb-100576,2026-06-18,international city,hotel apartment,studio,62.2,715260.0,0.0,3,sale,dld
dxb-100086,2024-09-13,jumeirah village circle,villa,3 br,35.7,325844.0,3.0,2,sale,broker
dxb-101200,2024-04-01,arabian ranches,villa,5 br,105.7,3241288.0,5.0,2,sale,broker
dxb-100874,2023-10-04,international city,villa,5 br,120.0,1259910.0,5.0,0,mortgage,dld
dxb-100653,2023-01-04,al barsha,apartment,2 br,62.6,766716.0,2.0,3,sale,developer
dxb-100846,2023-11-10,jumeirah,apartment,1 br,39.0,1468142.0,1.0,3,sale,dld
dxb-101300,2024-03-04,jumeirah lake towers,apartment,studio,238.5,4555410.0,0.0,0,mortgage,dld
dxb-100852,2023-12-21,downtown dubai,penthouse,2 br,56.3,2321643.0,2.0,1,mortgage,broker
dxb-100057,2024-07-29,jumeirah village circle,villa,6 br,156.4,3636052.0,6.0,0,sale,dld
dxb-100074,2023-09-27,dubai silicon oasis,apartment,2 br,197.0,1909703.0,2.0,0,mortgage,dld
dxb-100156,2026-02-03,jumeirah,apartment,studio,187.4,4181274.0,0.0,0,sale,dld
dxb-100389,2024-09-09,arabian ranches,penthouse,3 br,120.4,4800864.0,3.0,3,mortgage,dld
dxb-101444,2023-06-03,jumeirah,apartment,1 br,102.2,2158832.0,1.0,1,sale,developer
dxb-101339,2023-05-12,al barsha,apartment,2 br,136.6,2182853.0,2.0,2,sale,developer
dxb-100338,2024-11-06,deira,apartment,3 br,91.9,362830.0,3.0,0,mortgage,developer
dxb-100403,2025-05-28,mirdif,apartment,2 br,96.0,617503.0,2.0,1,sale,broker
dxb-101334,2025-10-18,bur dubai,hotel apartment,studio,132.7,2478664.0,0.0,0,sale,dld
dxb-101296,2024-03-09,palm jumeirah,apartment,3 br,180.9,3904328.0,3.0,1,sale,dld
dxb-101238,2023-02-03,jumeirah,apartment,studio,153.5,4241623.0,0.0,2,mortgage,broker
dxb-100495,2023-05-28,al barsha,apartment,studio,308.7,6870925.0,0.0,2,sale,broker
dxb-101131,2025-12-31,bur dubai,apartment,2 br,121.5,1199694.0,2.0,0,sale,dld
dxb-101072,2024-07-22,deira,apartment,studio,92.8,829145.0,0.0,2,sale,dld
dxb-100500,2026-02-11,dubai marina,townhouse,2 br,116.6,3124009.0,2.0,3,sale,dld
dxb-101283,2026-01-30,palm jumeirah,villa,6 br,213.8,7950433.0,6.0,0,sale,broker
dxb-101068,2024-10-30,jumeirah,apartment,1 br,179.9,2011320.0,1.0,2,sale,dld
dxb-101398,2024-12-08,downtown dubai,villa,5 br,57.1,1927614.0,5.0,0,sale,dld
dxb-100678,2026-05-31,dubai silicon oasis,apartment,studio,72.2,880747.0,0.0,0,sale,dld
dxb-101359,2023-04-20,mirdif,apartment,2 br,68.3,787240.0,2.0,2,mortgage,developer
dxb-100478,2023-01-14,palm jumeirah,villa,6 br,36.1,1513378.0,6.0,0,mortgage,dld
dxb-100191,2024-07-22,arabian ranches,apartment,studio,125.6,3960584.0,0.0,3,sale,developer
dxb-100559,2024-10-31,al barsha,apartment,2 br,94.2,1310916.0,2.0,0,sale,dld
dxb-101347,2025-07-15,jumeirah village circle,apartment,2 br,238.6,3116857.0,2.0,0,sale,dld
dxb-100774,2025-07-30,palm jumeirah,apartment,2 br,152.7,3709960.0,2.0,3,mortgage,dld
dxb-100350,2023-09-04,jumeirah village circle,villa,6 br,225.3,3922494.0,6.0,0,sale,dld
dxb-100253,2025-01-18,dubai hills estate,apartment,3 br,64.1,1057963.0,3.0,0,sale,dld
dxb-101125,2025-11-29,al barsha,villa,5 br,152.0,2421725.0,5.0,0,sale,broker
dxb-100669,2023-01-25,business bay,apartment,studio,51.2,1336022.0,0.0,2,sale,broker
dxb-100372,2025-05-31,jumeirah lake towers,apartment,studio,146.0,1843007.0,0.0,2,sale,dld
dxb-100993,2025-05-13,jumeirah lake towers,apartment,studio,169.8,2659975.0,0.0,1,mortgage,dld
dxb-100655,2024-12-03,al barsha,apartment,3 br,70.8,735133.0,3.0,2,sale,dld
dxb-101162,2025-11-17,dubai silicon oasis,townhouse,4 br,41.7,612891.0,4.0,2,mortgage,dld
dxb-101013,2025-09-30,al barsha,hotel apartment,2 br,225.7,2367063.0,2.0,1,sale,dld
dxb-101272,2026-03-28,bur dubai,apartment,1 br,95.4,1233926.0,1.0,2,mortgage,dld
dxb-100923,2025-02-25,palm jumeirah,apartment,studio,58.4,976354.0,0.0,0,sale,dld
dxb-101212,2024-10-22,palm jumeirah,villa,4 br,39.9,747843.0,4.0,2,sale,dld
dxb-100390,2023-04-02,business bay,villa,6 br,168.7,3427761.0,6.0,2,sale,dld
dxb-101367,2023-11-22,jumeirah village circle,apartment,3 br,86.2,1068041.0,3.0,2,mortgage,dld
dxb-100717,2025-03-13,business bay,apartment,2 br,241.3,7026878.0,2.0,0,sale,dld
dxb-100921,2023-06-14,international city,townhouse,4 br,115.6,1200211.0,4.0,3,mortgage,dld
dxb-101439,2025-01-13,jumeirah lake towers,hotel apartment,studio,58.9,1255624.0,0.0,1,mortgage,dld
dxb-101462,2023-04-28,dubai silicon oasis,apartment,3 br,126.2,1546949.0,3.0,2,sale,dld
dxb-100992,2026-04-18,jumeirah village circle,townhouse,2 br,179.2,2227913.0,2.0,1,sale,dld
dxb-100032,2023-03-10,dubai silicon oasis,apartment,2 br,45.6,670536.0,2.0,0,sale,broker
dxb-100798,2023-01-10,dubai marina,villa,3 br,161.7,2524559.0,3.0,2,sale,dld
dxb-100141,2025-11-01,palm jumeirah,apartment,studio,220.8,9021973.0,0.0,3,mortgage,developer
dxb-100504,2023-12-17,dubai marina,apartment,3 br,116.2,1522254.0,3.0,1,sale,broker
dxb-100451,2024-10-30,dubai marina,penthouse,2 br,105.6,3561526.0,2.0,0,mortgage,dld
dxb-100405,2025-10-01,dubai hills estate,penthouse,3 br,60.7,2588852.0,3.0,2,mortgage,dld
dxb-100201,2025-08-04,bur dubai,hotel apartment,studio,82.3,1173136.0,0.0,1,mortgage,dld
dxb-100730,2025-07-25,arabian ranches,apartment,studio,130.7,2947893.0,0.0,1,sale,broker
dxb-100903,2023-02-05,Unknown,apartment,2 br,151.1,4076063.0,2.0,2,mortgage,dld
dxb-101010,2026-06-22,dubai hills estate,villa,4 br,161.8,4461638.0,4.0,0,sale,broker
dxb-100333,2023-02-19,deira,penthouse,2 br,25.0,297223.0,2.0,3,sale,dld
dxb-101213,2025-03-06,arabian ranches,apartment,2 br,115.8,1553986.0,2.0,2,mortgage,dld
dxb-100667,2023-10-11,jvc,hotel apartment,studio,187.3,2216846.0,0.0,0,sale,dld
dxb-100224,2025-08-05,international city,apartment,1 br,95.1,958083.0,1.0,2,sale,broker
dxb-100944,2023-02-27,downtown dubai,apartment,1 br,131.1,3368163.0,1.0,2,sale,dld
dxb-100570,2023-07-02,jumeirah,apartment,3 br,57.1,1593058.0,3.0,2,sale,dld
dxb-100636,2024-05-20,dubai silicon oasis,villa,4 br,175.6,3415347.0,4.0,3,sale,developer
dxb-100382,2023-07-30,mirdif,townhouse,3 br,176.7,987369.0,3.0,2,sale,dld
dxb-101178,2025-08-20,palm jumeirah,apartment,2 br,149.5,4005636.0,2.0,1,sale,broker
dxb-100536,2024-07-05,dubai marina,apartment,3 br,184.0,4491478.0,3.0,3,mortgage,dld
dxb-101427,2026-02-07,al barsha,apartment,2 br,133.5,2811061.0,2.0,1,sale,dld
dxb-100442,2026-06-05,palm jumeirah,townhouse,4 br,78.7,1702318.0,4.0,1,sale,dld
dxb-100285,2023-09-19,al barsha,apartment,1 br,375.7,6523614.0,1.0,2,sale,dld
dxb-101216,2024-12-28,al barsha,apartment,studio,5000.0,45000000.0,0.0,3,sale,broker
dxb-100895,2023-10-22,bur dubai,penthouse,2 br,125.1,2339271.0,2.0,0,mortgage,dld
dxb-100910,2024-07-21,business bay,townhouse,2 br,304.2,3275737.0,2.0,0,mortgage,broker
dxb-101285,2025-04-17,jumeirah,hotel apartment,1 br,283.0,9697700.0,1.0,3,sale,dld
dxb-101051,2023-06-03,dubai hills estate,apartment,1 br,70.6,2061907.0,1.0,0,mortgage,developer
dxb-101370,2023-12-22,dubai silicon oasis,apartment,3 br,79.3,1314935.0,3.0,2,sale,broker
dxb-100342,2025-04-25,downtown dubai,townhouse,2 br,59.0,2037360.0,2.0,2,mortgage,dld
dxb-100383,2025-12-08,bur dubai,apartment,studio,100.6,1810345.0,0.0,0,mortgage,developer
dxb-101235,2025-12-31,dubai marina,apartment,2 br,104.4,1969191.0,2.0,0,mortgage,dld
dxb-100598,2025-05-10,jumeirah lake towers,hotel apartment,2 br,99.2,2440272.0,2.0,3,sale,dld
dxb-101289,2024-06-10,jumeirah lake towers,villa,6 br,664.5,14503390.0,6.0,0,sale,dld
dxb-100894,2026-04-24,international city,townhouse,3 br,124.8,1033203.0,3.0,3,sale,broker
dxb-100886,2024-03-31,downtown dubai,apartment,studio,107.35,2765006.0,0.0,2,sale,dld
dxb-100014,2025-06-04,al barsha,apartment,3 br,138.7,2257797.0,3.0,3,sale,broker
dxb-100126,2023-08-06,deira,apartment,studio,92.4,741355.0,0.0,1,sale,dld
dxb-101156,2024-01-25,arabian ranches,apartment,3 br,166.5,2704014.0,3.0,0,sale,dld
dxb-100172,2026-05-18,palm jumeirah,apartment,studio,112.7,3824597.0,0.0,2,sale,dld
dxb-100547,2025-07-11,bur dubai,apartment,2 br,83.6,1173321.0,2.0,0,sale,broker
dxb-101189,2024-05-07,bur dubai,villa,3 br,63.4,1040247.0,3.0,0,sale,dld
dxb-101136,2025-09-12,mirdif,apartment,1 br,32.5,441832.0,1.0,3,mortgage,dld
dxb-100674,2024-10-15,international city,villa,3 br,246.5,2539863.0,3.0,1,sale,developer
dxb-101440,2024-11-11,jlt,apartment,1 br,291.3,5536512.0,1.0,1,sale,dld
dxb-100329,2025-05-07,Unknown,apartment,1 br,131.9,1735994.0,1.0,0,sale,dld
dxb-100523,2024-03-27,jumeirah village circle,villa,4 br,125.2,2061951.0,4.0,1,mortgage,dld
dxb-101313,2026-02-17,downtown dubai,apartment,3 br,123.8,1883514.0,3.0,2,sale,dld
dxb-101041,2023-11-24,international city,villa,3 br,76.1,924704.0,3.0,1,sale,dld
dxb-100260,2024-06-02,palm jumeirah,apartment,3 br,57.4,1514254.0,3.0,1,sale,dld
dxb-101270,2025-04-08,jumeirah,hotel apartment,studio,352.9,9653289.0,0.0,0,mortgage,dld
dxb-100386,2023-08-14,jumeirah,villa,5 br,168.3,3196969.0,5.0,0,sale,dld
dxb-100287,2024-08-07,business bay,apartment,studio,241.0,1564439.0,0.0,2,sale,dld
dxb-100681,2024-08-25,dubai marina,apartment,3 br,39.7,1941676.0,3.0,2,sale,dld
dxb-100160,2025-01-04,downtown dubai,apartment,3 br,71.4,1846289.0,3.0,1,mortgage,dld
dxb-100131,2023-07-29,palm jumeirah,hotel apartment,studio,93.7,3689585.0,0.0,1,sale,dld
dxb-101046,2023-04-19,palm jumeirah,apartment,studio,168.4,4111686.0,0.0,1,sale,dld
dxb-100351,2023-10-02,mirdif,apartment,2 br,73.2,964792.0,2.0,3,sale,dld
dxb-100824,2024-09-06,dubai silicon oasis,townhouse,4 br,54.6,512407.0,4.0,3,sale,dld
dxb-100831,2025-06-09,business bay,villa,6 br,112.45,85000000.0,6.0,1,sale,broker
dxb-100282,2024-04-09,mirdif,apartment,1 br,142.1,2595033.0,1.0,3,mortgage,dld
dxb-100062,2023-01-04,dubai hills estate,villa,3 br,72.1,1323217.0,3.0,0,sale,dld
dxb-100356,2024-01-31,dubai marina,townhouse,4 br,62.4,1687690.0,4.0,0,sale,dld
dxb-101260,2024-08-08,business bay,apartment,studio,63.3,1781124.0,0.0,2,sale,dld
dxb-101255,2023-06-13,jumeirah lake towers,penthouse,3 br,73.7,2162874.0,3.0,2,sale,broker
dxb-100044,2023-01-31,jumeirah village circle,townhouse,3 br,102.6,1317177.0,3.0,2,sale,dld
dxb-100680,2023-05-09,arabian ranches,apartment,3 br,85.2,2206247.0,3.0,1,mortgage,broker
dxb-100336,2023-07-11,al barsha,apartment,studio,70.1,1590116.0,0.0,3,sale,dld
dxb-100182,2025-09-11,jumeirah,apartment,2 br,166.0,5918075.0,2.0,0,sale,dld
dxb-100616,2025-03-29,dubai marina,townhouse,2 br,150.3,4455863.0,2.0,0,sale,broker
dxb-100443,2025-05-12,business bay,apartment,3 br,155.1,3962621.0,3.0,1,sale,dld
dxb-100028,2025-07-04,business bay,apartment,1 br,108.3,2211896.0,1.0,2,mortgage,broker
dxb-101450,2024-03-01,deira,townhouse,3 br,75.1,908798.0,3.0,2,mortgage,developer
dxb-100300,2026-02-17,international city,townhouse,3 br,177.4,811067.0,3.0,2,sale,developer
dxb-101333,2023-03-23,bur dubai,hotel apartment,studio,70.8,821944.0,0.0,3,sale,dld
dxb-100119,2023-11-27,bur dubai,villa,6 br,66.9,779608.0,6.0,3,sale,dld
dxb-100644,2023-01-29,mirdif,villa,5 br,121.8,1847056.0,5.0,1,sale,broker
dxb-100880,2025-05-02,deira,apartment,studio,96.1,1074539.0,0.0,3,mortgage,broker
dxb-100640,2024-09-08,arabian ranches,townhouse,3 br,105.7,2231062.0,3.0,0,mortgage,dld
dxb-101382,2024-04-26,dubai hills estate,apartment,3 br,106.8,2327210.0,3.0,1,sale,dld
dxb-100529,2026-03-14,downtown dubai,apartment,studio,53.3,1581705.0,0.0,1,sale,developer
dxb-101234,2026-03-27,business bay,apartment,2 br,62.6,1969191.0,2.0,2,mortgage,dld
dxb-101402,2023-03-15,dubai hills estate,hotel apartment,studio,68.7,911098.0,0.0,2,sale,dld
dxb-100828,2024-05-01,arabian ranches,penthouse,2 br,166.9,5965944.0,2.0,3,mortgage,dld
dxb-100107,2023-06-06,dubai hills estate,apartment,1 br,219.8,6753651.0,1.0,0,mortgage,developer
dxb-100724,2026-03-12,dubai marina,apartment,2 br,315.3,7972042.0,2.0,1,sale,dld
dxb-100006,2023-05-24,dubai silicon oasis,townhouse,2 br,72.8,752291.0,2.0,0,sale,dld
dxb-101304,2023-07-12,arabian ranches,townhouse,2 br,124.5,3290464.0,2.0,1,mortgage,broker
dxb-100261,2024-06-13,al barsha,townhouse,4 br,103.2,1702318.0,4.0,1,sale,dld
dxb-100569,2024-04-11,business bay,apartment,3 br,156.0,2666786.0,3.0,3,sale,dld
dxb-100146,2025-12-29,international city,apartment,2 br,195.7,2306000.0,2.0,2,sale,dld
dxb-100948,2024-01-30,mirdif,penthouse,3 br,238.3,3473910.0,3.0,0,sale,dld
dxb-101453,2024-10-22,arabian ranches,hotel apartment,1 br,94.1,2397200.0,1.0,1,sale,dld
dxb-101052,2026-08-29,jumeirah,apartment,2 br,78.1,2359713.0,2.0,2,sale,dld
dxb-100579,2024-04-25,downtown dubai,apartment,2 br,77.9,1406448.0,2.0,3,mortgage,broker
dxb-101341,2025-03-28,palm jumeirah,townhouse,4 br,136.5,7590738.0,4.0,1,sale,dld
dxb-100233,2023-09-18,dubai marina,villa,4 br,67.9,2329811.0,4.0,2,sale,dld
dxb-100129,2023-09-11,jumeirah,villa,4 br,428.2,13397253.0,4.0,2,sale,broker
dxb-101305,2025-10-03,jumeirah,hotel apartment,studio,105.3,1589303.0,0.0,1,mortgage,dld
dxb-100623,2023-06-21,palm jumeirah,apartment,2 br,97.9,2955662.0,2.0,0,sale,dld
dxb-100907,2023-04-22,mirdif,apartment,3 br,51.4,697465.0,3.0,2,sale,dld
dxb-100152,2023-09-25,jumeirah village circle,apartment,1 br,165.1,2588987.0,1.0,2,sale,broker
dxb-100766,2023-05-03,arabian ranches,apartment,2 br,56.0,1143184.0,2.0,1,sale,dld
dxb-100385,2023-02-19,business bay,hotel apartment,studio,205.3,5255906.0,0.0,0,sale,dld
dxb-100063,2023-06-23,downtown dubai,townhouse,2 br,56.5,1457156.0,2.0,1,sale,dld
dxb-100951,2023-11-18,business bay,apartment,2 br,72.6,2076721.0,2.0,2,sale,dld
dxb-100208,2023-01-31,palm jumeirah,apartment,3 br,582.6,15980896.0,3.0,2,sale,dld
dxb-101496,2025-10-25,jumeirah lake towers,penthouse,4 br,48.3,1285376.0,4.0,0,sale,dld
dxb-100463,2026-02-10,dubai marina,apartment,studio,66.9,1736548.0,0.0,0,mortgage,dld
dxb-100791,2025-03-24,jumeirah village circle,apartment,3 br,114.1,1829136.0,3.0,0,mortgage,broker
dxb-100648,2026-03-20,mirdif,villa,4 br,340.4,4263396.0,4.0,0,sale,dld
dxb-100158,2023-10-09,arabian ranches,villa,4 br,76.3,2627773.0,4.0,2,mortgage,dld
dxb-100453,2024-11-29,dubai hills estate,apartment,studio,108.5,2785554.0,0.0,1,sale,dld
dxb-101365,2024-07-07,deira,apartment,2 br,276.6,2608709.0,2.0,2,sale,dld
dxb-101070,2024-07-05,downtown dubai,penthouse,4 br,376.7,11554791.0,4.0,2,sale,dld
dxb-100961,2026-02-17,deira,apartment,studio,155.3,1947522.0,0.0,0,mortgage,dld
dxb-100144,2025-09-09,jumeirah,apartment,studio,42.6,419119.0,0.0,3,sale,developer
dxb-101007,2026-07-09,international city,apartment,studio,117.1,1157618.0,0.0,1,sale,developer
dxb-100568,2025-01-27,jumeirah,apartment,studio,227.5,5303762.0,0.0,3,sale,developer
dxb-100076,2025-01-17,downtown dubai,apartment,studio,165.1,5303596.0,0.0,1,sale,dld
dxb-101161,2025-03-14,dubai hills estate,villa,3 br,148.9,4640719.0,3.0,3,sale,dld
dxb-100530,2026-08-26,dubai hills estate,villa,4 br,51.4,1261096.0,4.0,2,sale,dld
dxb-100308,2024-09-09,dubai marina,apartment,1 br,68.8,1504673.0,1.0,2,sale,dld
dxb-101267,2023-07-30,bur dubai,hotel apartment,studio,70.5,867044.0,0.0,2,sale,developer
dxb-100752,2026-05-21,Unknown,apartment,2 br,127.4,1745617.0,2.0,3,mortgage,dld
dxb-101362,2024-01-27,al barsha,villa,5 br,140.9,2882234.0,5.0,2,sale,developer
dxb-100431,2026-05-28,jumeirah,townhouse,4 br,143.6,2972876.0,4.0,0,mortgage,dld
dxb-101330,2023-06-30,jumeirah village circle,townhouse,2 br,177.2,3870991.0,2.0,1,sale,broker
dxb-101366,2026-04-16,jumeirah village circle,apartment,2 br,99.1,1534107.0,2.0,0,sale,developer
dxb-100214,2025-04-06,dubai silicon oasis,villa,3 br,103.3,1245101.0,3.0,1,sale,dld
dxb-100707,2023-07-02,jumeirah,townhouse,4 br,46.7,1179434.0,4.0,1,sale,dld
dxb-100714,2025-03-05,arabian ranches,townhouse,4 br,88.6,1627345.0,4.0,1,mortgage,dld
dxb-100802,2023-12-15,deira,penthouse,2 br,86.0,1277315.0,2.0,0,sale,dld
dxb-101291,2024-05-22,bur dubai,villa,3 br,75.3,1100027.0,3.0,3,sale,dld
dxb-100817,2026-07-28,deira,apartment,studio,94.1,1074255.0,0.0,2,sale,developer
dxb-100266,2023-07-15,jumeirah,apartment,2 br,87.4,2206879.0,2.0,0,sale,broker
dxb-101253,2026-08-04,dubai hills estate,villa,4 br,137.0,5295368.0,4.0,1,mortgage,developer
dxb-100596,2026-02-03,dubai hills estate,villa,5 br,103.4,1526887.0,5.0,0,sale,developer
dxb-100982,2025-10-18,arabian ranches,townhouse,2 br,96.1,1284164.0,2.0,0,sale,broker
dxb-100002,2025-05-25,bur dubai,penthouse,4 br,25.0,500664.0,4.0,2,sale,dld
dxb-100947,2024-01-10,dubai hills estate,penthouse,3 br,84.0,3599640.0,3.0,2,sale,developer
dxb-100467,2025-08-07,business bay,hotel apartment,1 br,136.9,1467343.0,1.0,1,sale,dld
dxb-101269,2023-07-27,al barsha,apartment,2 br,148.0,2756541.0,2.0,1,sale,broker
dxb-101241,2024-04-04,jumeirah lake towers,apartment,2 br,61.0,1058321.0,2.0,2,mortgage,dld
dxb-100594,2024-03-07,business bay,apartment,1 br,53.1,1052423.0,1.0,2,mortgage,dld
dxb-100116,2024-01-04,international city,townhouse,2 br,240.6,1988903.0,2.0,2,sale,dld
dxb-100956,2025-12-11,al barsha,townhouse,2 br,73.8,1171383.0,2.0,1,sale,broker
dxb-100849,2026-05-09,business bay,hotel apartment,1 br,65.4,1098460.0,1.0,2,sale,developer
dxb-101419,2024-11-07,downtown dubai,hotel apartment,2 br,115.5,4044538.0,2.0,3,mortgage,developer
dxb-100619,2026-03-20,downtown dubai,apartment,studio,194.1,6898062.0,0.0,2,sale,dld
dxb-100610,2023-07-04,dubai silicon oasis,villa,5 br,137.3,1121261.0,5.0,1,sale,developer
dxb-101480,2025-10-29,al barsha,apartment,2 br,72.7,1132529.0,2.0,3,sale,dld
dxb-101499,2025-01-17,dubai hills estate,villa,3 br,147.1,3859830.0,3.0,3,sale,broker
dxb-100565,2024-11-11,business bay,villa,5 br,96.8,2332979.0,5.0,1,sale,dld
dxb-101477,2024-11-02,dubai hills estate,hotel apartment,studio,241.2,8900842.0,0.0,1,mortgage,dld
dxb-100832,2024-03-20,deira,apartment,1 br,209.2,2383404.0,1.0,1,mortgage,dld
dxb-100316,2024-08-10,international city,apartment,3 br,121.8,678720.0,3.0,3,sale,dld
dxb-100153,2024-04-24,jumeirah,villa,3 br,58.0,1893418.0,3.0,2,sale,dld
dxb-100628,2024-07-14,deira,villa,5 br,117.0,1889789.0,5.0,2,sale,dld
dxb-100968,2023-06-22,dubai silicon oasis,villa,5 br,158.3,2790757.0,5.0,0,sale,dld
dxb-100304,2023-11-01,downtown dubai,penthouse,4 br,165.3,7626609.0,4.0,3,sale,dld
dxb-100128,2025-07-14,al barsha,apartment,3 br,122.7,1622953.0,3.0,1,sale,dld
dxb-100787,2026-03-05,dubai marina,apartment,3 br,112.8,3125322.0,3.0,0,sale,developer
dxb-100615,2025-10-05,palm jumeirah,townhouse,2 br,72.4,2461201.0,2.0,1,mortgage,dld
dxb-100295,2023-07-15,jumeirah,hotel apartment,studio,154.2,4537534.0,0.0,3,sale,dld
dxb-100587,2025-07-29,arabian ranches,apartment,studio,73.7,1282789.0,0.0,2,sale,broker
dxb-100040,2024-07-28,dubai hills estate,apartment,2 br,79.7,2366091.0,2.0,2,sale,dld
dxb-100319,2023-04-11,dubai marina,hotel apartment,2 br,50.8,1390371.0,2.0,2,sale,broker
dxb-101459,2025-10-31,international city,apartment,3 br,60.9,904107.0,3.0,3,sale,dld
